current_a,current_ma,power_w,trend_direction,trend_percent_change,signal_quality,recommendation_type,severity,estimated_savings_kwh_per_day,energy_wasted_kwh_per_day
11.2,11200.0,2576.0,stable,-8.02,fair,high_load,high,21.6384,61.824
10.278,10278.0,2363.94,falling,-13.85,fair,high_load,high,19.8571,56.7346
8.0312,8031.2,1847.18,rising,-9.96,strong,high_load,high,15.5163,44.3323
7.6281,7628.1,1754.46,stable,21.39,strong,high_load,high,14.7375,42.107
4.1259,4125.9,948.96,falling,16.4,fair,high_load,high,7.9713,22.775
9.5159,9515.9,2188.66,rising,1.46,strong,high_load,high,18.3847,52.5278
5.6856,5685.6,1307.69,rising,5.26,strong,high_load,high,10.9846,31.3846
10.7945,10794.5,2482.73,stable,-8.91,strong,high_load,high,20.8549,59.5855
11.3038,11303.8,2599.87,falling,21.45,strong,high_load,high,21.8389,62.3969
10.1881,10188.1,2343.26,falling,2.3,strong,high_load,high,19.6834,56.2382
9.5717,9571.7,2201.49,falling,12.97,strong,high_load,high,18.4925,52.8358
10.0295,10029.5,2306.79,falling,-9.8,strong,high_load,high,19.377,55.363
7.1398,7139.8,1642.15,rising,-8.5,strong,high_load,high,13.7941,39.4116
7.4695,7469.5,1717.98,rising,8.96,strong,high_load,high,14.431,41.2315
6.9023,6902.3,1587.53,stable,-2.9,strong,high_load,high,13.3353,38.1007
10.898,10898.0,2506.54,stable,1.25,strong,high_load,high,21.0549,60.157
5.6527,5652.7,1300.12,rising,11.61,fair,high_load,high,10.921,31.2029
5.9892,5989.2,1377.52,falling,7.02,fair,high_load,high,11.5712,33.0605
11.2483,11248.3,2587.11,rising,3.75,strong,high_load,high,21.7317,62.0906
4.6052,4605.2,1059.2,stable,8.41,strong,high_load,high,8.8973,25.4208
11.9109,11910.9,2739.51,rising,11.02,fair,high_load,high,23.0119,65.7482
5.0143,5014.3,1153.29,falling,14.26,strong,high_load,high,9.6876,27.679
9.6821,9682.1,2226.88,falling,-5.6,strong,high_load,high,18.7058,53.4451
5.5653,5565.3,1280.02,stable,-8.56,strong,high_load,high,10.7522,30.7205
5.0378,5037.8,1158.69,rising,-0.55,strong,high_load,high,9.733,27.8086
4.9485,4948.5,1138.15,rising,6.1,strong,high_load,high,9.5605,27.3156
7.4017,7401.7,1702.39,falling,20.9,strong,high_load,high,14.3001,40.8574
6.6832,6683.2,1537.14,falling,12.45,strong,high_load,high,12.912,36.8914
8.2209,8220.9,1890.81,falling,16.36,strong,high_load,high,15.8828,45.3794
11.9722,11972.2,2753.61,rising,18.53,strong,high_load,high,23.1303,66.0866
7.5529,7552.9,1737.17,stable,13.27,strong,high_load,high,14.5922,41.6921
9.8087,9808.7,2256.0,falling,-8.34,strong,high_load,high,18.9504,54.144
8.9906,8990.6,2067.84,falling,-2.59,strong,high_load,high,17.3699,49.6282
9.2593,9259.3,2129.64,stable,-0.83,strong,high_load,high,17.889,51.1114
8.5019,8501.9,1955.44,falling,20.09,strong,high_load,high,16.4257,46.9306
6.1991,6199.1,1425.79,rising,-3.89,strong,high_load,high,11.9766,34.219
10.2209,10220.9,2350.81,rising,10.38,strong,high_load,high,19.7468,56.4194
9.9436,9943.6,2287.03,rising,-5.09,strong,high_load,high,19.2111,54.8887
6.4357,6435.7,1480.21,rising,22.6,fair,high_load,high,12.4338,35.525
9.4532,9453.2,2174.24,falling,24.26,strong,high_load,high,18.2636,52.1818
5.7014,5701.4,1311.32,falling,-14.6,strong,high_load,high,11.0151,31.4717
5.5618,5561.8,1279.21,rising,-12.85,strong,high_load,high,10.7454,30.701
4.0661,4066.1,935.2,stable,8.7,strong,high_load,high,7.8557,22.4448
7.3476,7347.6,1689.95,rising,-9.63,strong,high_load,high,14.1956,40.5588
3.8055,3805.5,875.26,rising,11.13,strong,high_load,high,7.3522,21.0062
10.4783,10478.3,2410.01,falling,11.33,fair,high_load,high,20.2441,57.8402
11.074,11074.0,2547.02,stable,-1.11,fair,high_load,high,21.395,61.1285
5.0063,5006.3,1151.45,falling,1.27,strong,high_load,high,9.6722,27.6348
3.9144,3914.4,900.31,stable,18.94,strong,high_load,high,7.5626,21.6074
9.7065,9706.5,2232.49,falling,-9.52,strong,high_load,high,18.7529,53.5798
7.0959,7095.9,1632.06,falling,5.89,strong,high_load,high,13.7093,39.1694
8.2137,8213.7,1889.15,stable,4.35,strong,high_load,high,15.8689,45.3396
11.4154,11415.4,2625.54,stable,3.13,strong,high_load,high,22.0545,63.013
5.7467,5746.7,1321.74,falling,12.82,strong,high_load,high,11.1026,31.7218
7.2399,7239.9,1665.18,falling,24.52,strong,high_load,high,13.9875,39.9643
8.2738,8273.8,1902.97,stable,-3.58,strong,high_load,high,15.9849,45.6713
10.4427,10442.7,2401.82,falling,2.61,strong,high_load,high,20.1753,57.6437
5.4371,5437.1,1250.53,stable,-1.61,strong,high_load,high,10.5045,30.0127
5.6009,5600.9,1288.21,falling,-12.21,strong,high_load,high,10.821,30.917
4.2292,4229.2,972.72,stable,9.25,strong,high_load,high,8.1708,23.3453
10.5716,10571.6,2431.47,rising,-11.84,fair,high_load,high,20.4243,58.3553
3.6323,3632.3,835.43,falling,23.32,fair,high_load,high,7.0176,20.0503
2.5171,2517.1,578.93,rising,6.75,strong,moderate_load,medium,2.7789,2.0841
2.2596,2259.6,519.71,falling,6.79,strong,moderate_load,medium,2.4946,1.871
2.2458,2245.8,516.53,rising,-9.61,strong,moderate_load,medium,2.4793,1.8595
3.1325,3132.5,720.47,falling,14.25,strong,moderate_load,medium,3.4583,2.5937
2.8855,2885.5,663.66,stable,12.63,strong,moderate_load,medium,3.1856,2.3892
3.1132,3113.2,716.04,stable,5.05,strong,moderate_load,medium,3.437,2.5777
2.2794,2279.4,524.26,stable,-5.17,strong,moderate_load,medium,2.5164,1.8873
2.6112,2611.2,600.58,falling,-7.46,strong,moderate_load,medium,2.8828,2.1621
1.8111,1811.1,416.55,stable,-8.06,fair,moderate_load,medium,1.9994,1.4996
1.85,1850.0,425.5,rising,-3.33,strong,moderate_load,medium,2.0424,1.5318
2.4828,2482.8,571.04,falling,6.29,strong,moderate_load,medium,2.741,2.0557
1.8305,1830.5,421.01,stable,-1.67,fair,moderate_load,medium,2.0208,1.5156
2.5052,2505.2,576.2,stable,18.51,strong,moderate_load,medium,2.7658,2.0743
2.892,2892.0,665.16,falling,-15.64,fair,moderate_load,medium,3.1928,2.3946
2.1552,2155.2,495.7,falling,12.76,strong,moderate_load,medium,2.3794,1.7845
3.0818,3081.8,708.81,stable,13.85,fair,moderate_load,medium,3.4023,2.5517
2.9426,2942.6,676.8,falling,-8.82,strong,moderate_load,medium,3.2486,2.4365
1.8524,1852.4,426.05,falling,-6.77,strong,moderate_load,medium,2.045,1.5338
2.1296,2129.6,489.81,falling,-17.18,strong,moderate_load,medium,2.3511,1.7633
2.4441,2444.1,562.14,rising,-1.31,fair,moderate_load,medium,2.6983,2.0237
2.3774,2377.4,546.8,rising,-3.2,strong,moderate_load,medium,2.6246,1.9685
2.6708,2670.8,614.28,stable,-5.14,strong,moderate_load,medium,2.9485,2.2114
2.9416,2941.6,676.57,rising,5.71,strong,moderate_load,medium,3.2475,2.4357
2.1316,2131.6,490.27,falling,2.36,strong,moderate_load,medium,2.3533,1.765
2.6353,2635.3,606.12,falling,10.95,strong,moderate_load,medium,2.9094,2.182
2.8635,2863.5,658.61,stable,16.76,strong,moderate_load,medium,3.1613,2.371
2.4111,2411.1,554.55,falling,9.88,strong,moderate_load,medium,2.6618,1.9964
2.6519,2651.9,609.94,rising,4.57,strong,moderate_load,medium,2.9277,2.1958
1.9866,1986.6,456.92,falling,18.63,strong,moderate_load,medium,2.1932,1.6449
2.6947,2694.7,619.78,stable,-7.65,strong,moderate_load,medium,2.9749,2.2312
2.568,2568.0,590.64,stable,-13.26,strong,moderate_load,medium,2.8351,2.1263
2.2395,2239.5,515.09,stable,-0.78,strong,moderate_load,medium,2.4724,1.8543
2.1309,2130.9,490.11,rising,8.81,strong,moderate_load,medium,2.3525,1.7644
2.1199,2119.9,487.58,falling,3.83,strong,moderate_load,medium,2.3404,1.7553
3.212,3212.0,738.76,stable,18.83,fair,moderate_load,medium,3.546,2.6595
3.0037,3003.7,690.85,falling,-2.27,strong,moderate_load,medium,3.3161,2.4871
2.4497,2449.7,563.43,rising,3.27,fair,moderate_load,medium,2.7045,2.0283
1.8854,1885.4,433.64,stable,-6.38,fair,moderate_load,medium,2.0815,1.5611
3.0626,3062.6,704.4,rising,-9.87,strong,moderate_load,medium,3.3811,2.5358
1.9631,1963.1,451.51,falling,-6.04,strong,moderate_load,medium,2.1672,1.6254
3.1119,3111.9,715.74,falling,12.21,strong,moderate_load,medium,3.4356,2.5767
2.2417,2241.7,515.59,falling,-19.43,strong,moderate_load,medium,2.4748,1.8561
2.1228,2122.8,488.24,falling,-0.22,strong,moderate_load,medium,2.3436,1.7577
2.7559,2755.9,633.86,falling,15.24,strong,moderate_load,medium,3.0425,2.2819
2.7662,2766.2,636.23,rising,5.29,strong,moderate_load,medium,3.0539,2.2904
3.3091,3309.1,761.09,rising,8.48,strong,moderate_load,medium,3.6532,2.7399
2.663,2663.0,612.49,rising,-10.29,strong,moderate_load,medium,2.94,2.205
3.2618,3261.8,750.21,stable,15.96,strong,moderate_load,medium,3.601,2.7008
2.7823,2782.3,639.93,stable,17.01,strong,moderate_load,medium,3.0717,2.3037
2.207,2207.0,507.61,falling,1.86,strong,moderate_load,medium,2.4365,1.8274
2.8602,2860.2,657.85,rising,-3.39,fair,moderate_load,medium,3.1577,2.3683
3.2475,3247.5,746.93,falling,-4.37,strong,moderate_load,medium,3.5853,2.6889
2.6215,2621.5,602.95,stable,-7.37,strong,moderate_load,medium,2.8942,2.1706
3.4283,3428.3,788.51,stable,5.44,fair,moderate_load,medium,3.7848,2.8386
2.2556,2255.6,518.79,rising,2.05,strong,moderate_load,medium,2.4902,1.8676
2.0455,2045.5,470.47,rising,7.55,fair,moderate_load,medium,2.2583,1.6937
3.3634,3363.4,773.58,falling,-17.9,strong,moderate_load,medium,3.7132,2.7849
2.8281,2828.1,650.46,rising,-7.47,strong,moderate_load,medium,3.1222,2.3417
1.8775,1877.5,431.82,falling,-3.4,strong,moderate_load,medium,2.0727,1.5546
2.6722,2672.2,614.61,rising,5.75,fair,moderate_load,medium,2.9501,2.2126
2.6266,2626.6,604.12,stable,-15.58,strong,moderate_load,medium,2.8998,2.1748
2.806,2806.0,645.38,stable,-16.41,fair,moderate_load,medium,3.0978,2.3234
2.7684,2768.4,636.73,stable,-9.22,strong,moderate_load,medium,3.0563,2.2922
3.3285,3328.5,765.55,rising,-3.14,strong,moderate_load,medium,3.6746,2.756
2.0059,2005.9,461.36,rising,3.04,strong,moderate_load,medium,2.2145,1.6609
2.223,2223.0,511.29,falling,-3.2,strong,moderate_load,medium,2.4542,1.8406
2.6384,2638.4,606.83,stable,-16.84,strong,moderate_load,medium,2.9128,2.1846
3.0262,3026.2,696.03,stable,-16.53,strong,moderate_load,medium,3.3409,2.5057
2.3242,2324.2,534.57,rising,-17.58,strong,moderate_load,medium,2.5659,1.9245
3.2935,3293.5,757.5,rising,-17.4,strong,moderate_load,medium,3.636,2.727
3.0863,3086.3,709.85,falling,5.35,strong,moderate_load,medium,3.4073,2.5555
2.7131,2713.1,624.01,rising,7.19,strong,moderate_load,medium,2.9952,2.2464
3.4313,3431.3,789.2,rising,0.05,strong,moderate_load,medium,3.7882,2.8411
3.0921,3092.1,711.18,stable,-8.95,strong,moderate_load,medium,3.4137,2.5602
2.1673,2167.3,498.48,stable,-5.73,strong,moderate_load,medium,2.3927,1.7945
3.0773,3077.3,707.78,falling,0.11,strong,moderate_load,medium,3.3973,2.548
2.0662,2066.2,475.23,rising,-17.92,strong,moderate_load,medium,2.2811,1.7108
2.5821,2582.1,593.88,stable,-2.37,strong,moderate_load,medium,2.8506,2.138
2.6691,2669.1,613.89,stable,18.45,strong,moderate_load,medium,2.9467,2.21
3.0366,3036.6,698.42,rising,-8.85,strong,moderate_load,medium,3.3524,2.5143
1.8014,1801.4,414.32,rising,-12.48,strong,moderate_load,medium,1.9887,1.4916
2.5865,2586.5,594.89,stable,-19.26,strong,moderate_load,medium,2.8555,2.1416
2.3124,2312.4,531.85,falling,-11.85,strong,moderate_load,medium,2.5529,1.9147
2.7806,2780.6,639.54,rising,2.34,strong,moderate_load,medium,3.0698,2.3023
2.6858,2685.8,617.73,falling,4.62,strong,moderate_load,medium,2.9651,2.2238
2.1019,2101.9,483.44,stable,19.35,strong,moderate_load,medium,2.3205,1.7404
2.2822,2282.2,524.91,rising,-2.09,fair,moderate_load,medium,2.5196,1.8897
2.4552,2455.2,564.7,falling,10.92,strong,moderate_load,medium,2.7106,2.0329
1.9774,1977.4,454.8,falling,6.99,strong,moderate_load,medium,2.183,1.6373
2.0794,2079.4,478.26,stable,9.31,strong,moderate_load,medium,2.2956,1.7217
3.2681,3268.1,751.66,stable,1.86,strong,moderate_load,medium,3.608,2.706
3.0398,3039.8,699.15,falling,-4.97,strong,moderate_load,medium,3.3559,2.5169
3.0032,3003.2,690.74,rising,3.78,fair,moderate_load,medium,3.3156,2.4867
2.3466,2346.6,539.72,falling,9.02,fair,moderate_load,medium,2.5907,1.943
2.6253,2625.3,603.82,falling,12.38,strong,moderate_load,medium,2.8983,2.1738
2.0263,2026.3,466.05,stable,-14.59,strong,moderate_load,medium,2.237,1.6778
2.6537,2653.7,610.35,rising,-9.36,fair,moderate_load,medium,2.9297,2.1973
1.8014,1801.4,414.32,stable,19.03,strong,moderate_load,medium,1.9887,1.4916
2.0496,2049.6,471.41,rising,-2.02,strong,moderate_load,medium,2.2628,1.6971
3.1745,3174.5,730.13,falling,-14.55,strong,moderate_load,medium,3.5046,2.6285
2.103,2103.0,483.69,stable,17.8,fair,moderate_load,medium,2.3217,1.7413
2.8241,2824.1,649.54,stable,-14.61,strong,moderate_load,medium,3.1178,2.3383
2.5824,2582.4,593.95,falling,3.59,strong,moderate_load,medium,2.851,2.1382
2.3329,2332.9,536.57,stable,18.73,fair,moderate_load,medium,2.5755,1.9317
2.6337,2633.7,605.75,falling,-18.72,fair,moderate_load,medium,2.9076,2.1807
1.8799,1879.9,432.38,stable,5.49,strong,moderate_load,medium,2.0754,1.5566
2.2374,2237.4,514.6,rising,-5.19,fair,moderate_load,medium,2.4701,1.8526
1.9746,1974.6,454.16,falling,12.64,strong,moderate_load,medium,2.18,1.635
3.0984,3098.4,712.63,rising,-16.99,fair,moderate_load,medium,3.4206,2.5655
3.173,3173.0,729.79,stable,16.02,strong,moderate_load,medium,3.503,2.6272
3.2283,3228.3,742.51,rising,-0.38,fair,moderate_load,medium,3.564,2.673
2.5869,2586.9,594.99,rising,8.45,fair,moderate_load,medium,2.856,2.142
2.5387,2538.7,583.9,rising,2.48,strong,moderate_load,medium,2.8027,2.102
2.3303,2330.3,535.97,rising,-2.54,strong,moderate_load,medium,2.5727,1.9295
2.0422,2042.2,469.71,falling,-17.64,fair,moderate_load,medium,2.2546,1.691
3.0219,3021.9,695.04,falling,-16.14,strong,moderate_load,medium,3.3362,2.5021
3.2424,3242.4,745.75,falling,17.68,strong,moderate_load,medium,3.5796,2.6847
2.7544,2754.4,633.51,falling,5.16,strong,moderate_load,medium,3.0408,2.2806
2.9878,2987.8,687.19,stable,6.55,strong,moderate_load,medium,3.2985,2.4739
2.0803,2080.3,478.47,falling,-16.48,strong,moderate_load,medium,2.2967,1.7225
2.7004,2700.4,621.09,stable,-8.32,strong,moderate_load,medium,2.9812,2.2359
3.0439,3043.9,700.1,falling,-9.31,strong,moderate_load,medium,3.3605,2.5204
2.6651,2665.1,612.97,rising,-2.77,strong,moderate_load,medium,2.9423,2.2067
2.5394,2539.4,584.06,falling,10.48,strong,moderate_load,medium,2.8035,2.1026
3.0346,3034.6,697.96,stable,-17.09,fair,moderate_load,medium,3.3502,2.5127
2.0959,2095.9,482.06,stable,2.49,strong,moderate_load,medium,2.3139,1.7354
3.2178,3217.8,740.09,falling,-11.83,strong,moderate_load,medium,3.5524,2.6643
1.9672,1967.2,452.46,stable,1.75,fair,moderate_load,medium,2.1718,1.6289
3.2339,3233.9,743.8,rising,-12.58,fair,moderate_load,medium,3.5702,2.6777
1.9678,1967.8,452.59,falling,1.21,strong,moderate_load,medium,2.1724,1.6293
3.3256,3325.6,764.89,stable,10.39,strong,moderate_load,medium,3.6715,2.7536
2.7377,2737.7,629.67,falling,-17.89,strong,moderate_load,medium,3.0224,2.2668
3.3419,3341.9,768.64,stable,15.38,strong,moderate_load,medium,3.6895,2.7671
1.9031,1903.1,437.71,stable,-8.49,strong,moderate_load,medium,2.101,1.5758
3.3091,3309.1,761.09,rising,-14.56,strong,moderate_load,medium,3.6532,2.7399
2.6723,2672.3,614.63,rising,-10.54,strong,moderate_load,medium,2.9502,2.2127
3.268,3268.0,751.64,stable,-8.71,fair,moderate_load,medium,3.6079,2.7059
2.899,2899.0,666.77,rising,-19.49,strong,moderate_load,medium,3.2005,2.4004
2.1967,2196.7,505.24,rising,-18.89,fair,moderate_load,medium,2.4252,1.8189
2.4232,2423.2,557.34,falling,-5.06,strong,moderate_load,medium,2.6752,2.0064
2.7919,2791.9,642.14,rising,-1.36,strong,moderate_load,medium,3.0823,2.3117
3.471,3471.0,798.33,stable,-6.34,fair,moderate_load,medium,3.832,2.874
1.9451,1945.1,447.37,stable,6.43,fair,moderate_load,medium,2.1474,1.6105
2.4875,2487.5,572.12,falling,7.14,fair,moderate_load,medium,2.7462,2.0596
1.9978,1997.8,459.49,falling,0.14,strong,moderate_load,medium,2.2056,1.6542
2.3712,2371.2,545.38,stable,-10.36,strong,moderate_load,medium,2.6178,1.9634
3.0644,3064.4,704.81,rising,-1.31,fair,moderate_load,medium,3.3831,2.5373
3.4057,3405.7,783.31,stable,-16.95,strong,moderate_load,medium,3.7599,2.8199
2.909,2909.0,669.07,falling,9.38,strong,moderate_load,medium,3.2115,2.4087
2.0251,2025.1,465.77,stable,-5.1,strong,moderate_load,medium,2.2357,1.6768
2.4768,2476.8,569.66,rising,-5.63,strong,moderate_load,medium,2.7344,2.0508
2.7014,2701.4,621.32,rising,5.95,strong,moderate_load,medium,2.9823,2.2368
1.8119,1811.9,416.74,falling,1.34,strong,moderate_load,medium,2.0004,1.5003
2.087,2087.0,480.01,falling,1.32,strong,moderate_load,medium,2.304,1.728
2.8915,2891.5,665.05,stable,-2.6,fair,moderate_load,medium,3.1922,2.3942
2.7681,2768.1,636.66,falling,-11.96,strong,moderate_load,medium,3.056,2.292
3.4144,3414.4,785.31,stable,-13.63,fair,moderate_load,medium,3.7695,2.8271
2.489,2489.0,572.47,rising,-19.32,strong,moderate_load,medium,2.7479,2.0609
2.2697,2269.7,522.03,rising,5.35,strong,moderate_load,medium,2.5057,1.8793
2.0012,2001.2,460.28,falling,3.13,strong,moderate_load,medium,2.2093,1.657
2.2241,2224.1,511.54,stable,-10.95,strong,moderate_load,medium,2.4554,1.8415
1.9018,1901.8,437.41,stable,0.74,strong,moderate_load,medium,2.0996,1.5747
1.8549,1854.9,426.63,falling,-10.83,strong,moderate_load,medium,2.0478,1.5359
2.0799,2079.9,478.38,stable,17.01,fair,moderate_load,medium,2.2962,1.7222
2.0702,2070.2,476.15,rising,-9.99,strong,moderate_load,medium,2.2855,1.7141
2.8414,2841.4,653.52,stable,11.86,strong,moderate_load,medium,3.1369,2.3527
2.5455,2545.5,585.47,rising,-6.99,strong,moderate_load,medium,2.8103,2.1077
3.1201,3120.1,717.62,rising,1.29,strong,moderate_load,medium,3.4446,2.5834
3.1186,3118.6,717.28,falling,17.91,strong,moderate_load,medium,3.4429,2.5822
3.1915,3191.5,734.04,rising,-17.63,strong,moderate_load,medium,3.5234,2.6425
3.2297,3229.7,742.83,falling,-13.36,strong,moderate_load,medium,3.5656,2.6742
1.843,1843.0,423.89,rising,5.33,strong,moderate_load,medium,2.0347,1.526
2.1273,2127.3,489.28,rising,-3.43,strong,moderate_load,medium,2.3485,1.7614
2.141,2141.0,492.43,rising,7.98,strong,moderate_load,medium,2.3637,1.7727
2.3159,2315.9,532.66,rising,6.17,fair,moderate_load,medium,2.5568,1.9176
2.4564,2456.4,564.97,stable,-8.01,strong,moderate_load,medium,2.7119,2.0339
1.811,1811.0,416.53,rising,5.25,fair,moderate_load,medium,1.9993,1.4995
3.3679,3367.9,774.62,stable,-10.77,fair,moderate_load,medium,3.7182,2.7886
2.4553,2455.3,564.72,falling,-19.1,strong,moderate_load,medium,2.7107,2.033
2.3402,2340.2,538.25,falling,-0.85,fair,moderate_load,medium,2.5836,1.9377
2.8179,2817.9,648.12,rising,9.65,strong,moderate_load,medium,3.111,2.3332
2.2992,2299.2,528.82,rising,2.1,fair,moderate_load,medium,2.5383,1.9038
2.9756,2975.6,684.39,rising,-10.07,strong,moderate_load,medium,3.2851,2.4638
3.0642,3064.2,704.77,falling,-6.23,strong,moderate_load,medium,3.3829,2.5372
1.9351,1935.1,445.07,falling,-19.95,strong,moderate_load,medium,2.1363,1.6023
2.8562,2856.2,656.93,rising,-12.25,fair,moderate_load,medium,3.1533,2.3649
2.8682,2868.2,659.69,stable,-7.68,strong,moderate_load,medium,3.1665,2.3749
3.2774,3277.4,753.8,stable,-3.23,strong,moderate_load,medium,3.6182,2.7137
2.0734,2073.4,476.88,rising,4.49,fair,moderate_load,medium,2.289,1.7168
3.3139,3313.9,762.2,stable,1.33,strong,moderate_load,medium,3.6586,2.7439
2.7431,2743.1,630.91,stable,14.13,strong,moderate_load,medium,3.0284,2.2713
2.6229,2622.9,603.27,stable,-14.8,fair,moderate_load,medium,2.8957,2.1718
1.8929,1892.9,435.37,falling,14.0,strong,moderate_load,medium,2.0898,1.5673
3.2582,3258.2,749.39,falling,2.72,strong,moderate_load,medium,3.5971,2.6978
3.0545,3054.5,702.53,stable,7.9,strong,moderate_load,medium,3.3721,2.5291
2.657,2657.0,611.11,falling,17.11,strong,moderate_load,medium,2.9333,2.2
2.9533,2953.3,679.26,stable,-16.5,strong,moderate_load,medium,3.2604,2.4453
2.869,2869.0,659.87,falling,2.37,strong,moderate_load,medium,3.1674,2.3755
2.3489,2348.9,540.25,rising,-3.79,strong,moderate_load,medium,2.5932,1.9449
2.8969,2896.9,666.29,rising,5.96,strong,moderate_load,medium,3.1982,2.3986
2.9194,2919.4,671.46,falling,13.29,strong,moderate_load,medium,3.223,2.4173
2.8968,2896.8,666.26,stable,-4.14,strong,moderate_load,medium,3.198,2.3985
2.6834,2683.4,617.18,rising,-15.64,strong,moderate_load,medium,2.9625,2.2218
2.686,2686.0,617.78,stable,5.56,strong,moderate_load,medium,2.9653,2.224
2.4003,2400.3,552.07,stable,-12.34,strong,moderate_load,medium,2.6499,1.9875
2.6205,2620.5,602.71,falling,5.95,strong,moderate_load,medium,2.893,2.1698
3.0118,3011.8,692.71,falling,18.53,strong,moderate_load,medium,3.325,2.4938
1.8425,1842.5,423.78,rising,7.05,fair,moderate_load,medium,2.0341,1.5256
2.9316,2931.6,674.27,stable,5.26,fair,moderate_load,medium,3.2365,2.4274
1.9924,1992.4,458.25,falling,18.54,strong,moderate_load,medium,2.1996,1.6497
2.3215,2321.5,533.94,stable,-3.16,fair,moderate_load,medium,2.5629,1.9222
3.2984,3298.4,758.63,rising,-2.99,strong,moderate_load,medium,3.6414,2.7311
3.3612,3361.2,773.08,falling,-5.05,strong,moderate_load,medium,3.7108,2.7831
2.5676,2567.6,590.55,stable,-0.45,fair,moderate_load,medium,2.8346,2.126
2.2728,2272.8,522.74,falling,2.69,strong,moderate_load,medium,2.5092,1.8819
2.3947,2394.7,550.78,stable,8.78,fair,moderate_load,medium,2.6437,1.9828
2.6738,2673.8,614.97,rising,8.77,fair,moderate_load,medium,2.9519,2.2139
2.4857,2485.7,571.71,falling,13.33,strong,moderate_load,medium,2.7442,2.0582
3.422,3422.0,787.06,falling,17.62,strong,moderate_load,medium,3.7779,2.8334
1.9309,1930.9,444.11,stable,4.35,strong,moderate_load,medium,2.1317,1.5988
2.3592,2359.2,542.62,stable,1.73,strong,moderate_load,medium,2.6046,1.9534
2.2711,2271.1,522.35,falling,-0.06,fair,moderate_load,medium,2.5073,1.8805
2.4444,2444.4,562.21,falling,1.84,strong,moderate_load,medium,2.6986,2.024
3.3537,3353.7,771.35,falling,-7.78,strong,moderate_load,medium,3.7025,2.7769
3.4125,3412.5,784.88,falling,4.79,strong,moderate_load,medium,3.7674,2.8256
1.9468,1946.8,447.76,stable,19.53,strong,moderate_load,medium,2.1492,1.6119
2.184,2184.0,502.32,stable,4.82,strong,moderate_load,medium,2.4111,1.8084
3.2711,3271.1,752.35,stable,-11.18,fair,moderate_load,medium,3.6113,2.7085
2.3442,2344.2,539.17,stable,11.3,strong,moderate_load,medium,2.588,1.941
1.9576,1957.6,450.25,falling,-2.39,strong,moderate_load,medium,2.1612,1.6209
2.0271,2027.1,466.23,falling,15.65,strong,moderate_load,medium,2.2379,1.6784
1.8627,1862.7,428.42,falling,-7.42,strong,moderate_load,medium,2.0564,1.5423
2.5335,2533.5,582.71,rising,-14.5,strong,moderate_load,medium,2.797,2.0978
2.3396,2339.6,538.11,falling,-15.51,strong,moderate_load,medium,2.5829,1.9372
2.852,2852.0,655.96,rising,-18.37,strong,moderate_load,medium,3.1486,2.3615
2.579,2579.0,593.17,falling,-4.76,strong,moderate_load,medium,2.8472,2.1354
1.8418,1841.8,423.61,falling,1.46,strong,moderate_load,medium,2.0333,1.525
2.01,2010.0,462.3,falling,9.64,strong,moderate_load,medium,2.219,1.6643
2.1497,2149.7,494.43,rising,-13.41,strong,moderate_load,medium,2.3733,1.7799
2.1672,2167.2,498.46,falling,16.93,fair,moderate_load,medium,2.3926,1.7945
2.2111,2211.1,508.55,stable,17.22,strong,moderate_load,medium,2.441,1.8308
2.8058,2805.8,645.33,falling,-5.13,strong,moderate_load,medium,3.0976,2.3232
2.0161,2016.1,463.7,falling,3.63,fair,moderate_load,medium,2.2258,1.6693
3.2756,3275.6,753.39,rising,2.22,strong,moderate_load,medium,3.6163,2.7122
2.0462,2046.2,470.63,stable,-16.8,strong,moderate_load,medium,2.259,1.6943
1.8603,1860.3,427.87,stable,-13.1,strong,moderate_load,medium,2.0538,1.5403
3.2544,3254.4,748.51,falling,5.33,strong,moderate_load,medium,3.5928,2.6946
3.3029,3302.9,759.67,stable,17.53,fair,moderate_load,medium,3.6464,2.7348
2.2196,2219.6,510.51,rising,-14.23,fair,moderate_load,medium,2.4504,1.8378
3.0433,3043.3,699.96,stable,19.96,strong,moderate_load,medium,3.3598,2.5199
2.4072,2407.2,553.66,falling,0.73,strong,moderate_load,medium,2.6576,1.9932
2.8757,2875.7,661.41,rising,-4.65,strong,moderate_load,medium,3.1748,2.3811
2.3212,2321.2,533.88,stable,3.59,strong,moderate_load,medium,2.5626,1.922
2.9713,2971.3,683.4,rising,-16.73,strong,moderate_load,medium,3.2803,2.4602
2.9017,2901.7,667.39,stable,16.27,strong,moderate_load,medium,3.2035,2.4026
2.013,2013.0,462.99,stable,11.75,strong,moderate_load,medium,2.2224,1.6668
1.9269,1926.9,443.19,falling,-5.74,strong,moderate_load,medium,2.1273,1.5955
3.4218,3421.8,787.01,falling,15.76,strong,moderate_load,medium,3.7776,2.8332
1.855,1855.0,426.65,stable,-19.68,strong,moderate_load,medium,2.0479,1.5359
2.6061,2606.1,599.4,falling,6.08,fair,moderate_load,medium,2.8771,2.1578
2.825,2825.0,649.75,stable,-9.03,strong,moderate_load,medium,3.1188,2.3391
3.1726,3172.6,729.7,stable,1.81,strong,moderate_load,medium,3.5026,2.6269
2.8317,2831.7,651.29,stable,-17.14,strong,moderate_load,medium,3.1262,2.3446
