module,location,rcwl,pir,rssi,uptime,heap,temperature,humidity,recommendation_type,severity
MOD_ESP_01,LIVING_ROOM,1,0,-78,59040,17673,27.3,42.3,check_link_quality,medium
MOD_ESP_01,M_ROOM,0,1,-78,77764,39137,26.5,45.8,check_link_quality,medium
MOD_PC_01,LAB,1,0,-76,53795,27308,26.0,54.5,check_link_quality,medium
MOD_ESP_01,M_ROOM,0,1,-79,75847,31048,24.2,58.1,check_link_quality,medium
MOD_ESP_01,LAB,1,1,-80,47886,19681,27.7,59.1,check_link_quality,medium
MOD_ROOM_01,LAB,0,1,-78,74607,37247,27.5,43.7,check_link_quality,medium
MOD_ESP_02,LIVING_ROOM,1,0,-78,18667,13835,25.4,50.8,check_link_quality,medium
MOD_ROOM_01,KITCHEN,1,0,-78,46207,42763,25.2,42.2,check_link_quality,medium
MOD_PC_02,BEDROOM,1,0,-76,33300,38016,24.6,59.2,check_link_quality,medium
MOD_PC_01,LIVING_ROOM,0,0,-76,12579,45019,24.3,56.9,check_link_quality,medium
MOD_PC_01,LAB,0,1,-79,63137,18661,25.4,46.4,check_link_quality,medium
MOD_ROOM_01,LIVING_ROOM,0,0,-79,61685,37825,26.6,55.7,check_link_quality,medium
MOD_ESP_01,M_ROOM,1,0,-77,37959,49552,24.7,54.2,check_link_quality,medium
MOD_ESP_01,KITCHEN,1,1,-80,69746,45013,25.0,49.5,check_link_quality,medium
MOD_ROOM_01,LIVING_ROOM,0,0,-77,36345,44642,27.2,44.2,check_link_quality,medium
MOD_ROOM_01,OFFICE,0,0,-79,76371,25965,25.3,42.0,check_link_quality,medium
MOD_PC_01,M_ROOM,1,1,-77,26802,40741,24.6,58.7,check_link_quality,medium
MOD_ESP_02,OFFICE,0,1,-77,15293,31508,24.7,56.6,check_link_quality,medium
MOD_ESP_01,KITCHEN,1,0,-78,49988,21405,25.4,53.6,check_link_quality,medium
MOD_PC_01,BEDROOM,0,0,-77,7760,28886,26.2,57.1,check_link_quality,medium
MOD_PC_01,BEDROOM,0,0,-79,78211,26023,26.9,52.6,check_link_quality,medium
MOD_ESP_02,LAB,1,0,-77,30704,23637,25.0,46.3,check_link_quality,medium
MOD_ROOM_01,M_ROOM,0,1,-77,78369,30530,27.0,53.5,check_link_quality,medium
MOD_ROOM_01,M_ROOM,0,0,-78,19406,33926,26.7,44.3,check_link_quality,medium
MOD_ROOM_01,BEDROOM,0,1,-76,69953,13389,25.4,58.0,check_link_quality,medium
MOD_PC_01,M_ROOM,0,1,-80,39541,47767,25.4,47.6,check_link_quality,medium
MOD_ROOM_01,BEDROOM,0,1,-79,78282,13945,24.2,53.0,check_link_quality,medium
MOD_PC_02,KITCHEN,1,0,-80,78105,18264,26.1,40.4,check_link_quality,medium
MOD_PC_01,M_ROOM,1,0,-80,19253,34843,25.0,51.3,check_link_quality,medium
MOD_PC_02,M_ROOM,1,0,-76,42887,33258,27.6,58.6,check_link_quality,medium
MOD_ROOM_01,M_ROOM,1,0,-77,24404,14584,25.5,50.2,check_link_quality,medium
MOD_ESP_02,M_ROOM,1,1,-78,47793,11929,26.5,57.7,check_link_quality,medium
MOD_PC_01,LIVING_ROOM,0,0,-76,49832,25123,25.7,44.0,check_link_quality,medium
MOD_PC_01,M_ROOM,1,0,-78,61880,45697,26.3,44.2,check_link_quality,medium
MOD_PC_02,BEDROOM,0,0,-79,12615,22639,27.2,44.2,check_link_quality,medium
MOD_PC_02,KITCHEN,1,1,-76,4206,15147,26.1,49.4,check_link_quality,medium
MOD_ESP_02,LIVING_ROOM,0,1,-78,69662,49451,26.6,43.7,check_link_quality,medium
MOD_ESP_01,OFFICE,1,0,-80,43806,29305,27.6,56.6,check_link_quality,medium
MOD_ROOM_01,OFFICE,1,1,-77,36562,11900,26.3,44.0,check_link_quality,medium
MOD_ESP_01,M_ROOM,0,0,-80,30803,11399,24.0,40.3,check_link_quality,medium
MOD_ESP_01,OFFICE,1,0,-79,55334,28360,24.2,52.9,check_link_quality,medium
MOD_ESP_02,OFFICE,1,0,-78,16911,38861,24.6,53.1,check_link_quality,medium
MOD_ROOM_01,OFFICE,1,1,-80,69874,46289,24.3,47.0,check_link_quality,medium
MOD_PC_02,LAB,1,1,-78,46209,48121,26.1,55.3,check_link_quality,medium
MOD_PC_02,KITCHEN,1,0,-76,18264,21272,27.8,52.3,check_link_quality,medium
MOD_ESP_01,BEDROOM,0,1,-80,52362,10394,27.1,45.1,check_link_quality,medium
MOD_PC_02,KITCHEN,0,1,-79,80106,43871,24.1,57.7,check_link_quality,medium
MOD_PC_02,LIVING_ROOM,0,0,-79,67482,35746,25.6,53.9,check_link_quality,medium
MOD_PC_01,LIVING_ROOM,0,0,-76,68147,24117,25.2,55.9,check_link_quality,medium
MOD_PC_02,LIVING_ROOM,0,1,-78,15109,11429,27.7,43.7,check_link_quality,medium
MOD_PC_02,LIVING_ROOM,0,0,-80,34510,21778,27.0,54.3,check_link_quality,medium
MOD_ROOM_01,KITCHEN,1,1,-77,66346,27781,24.7,47.4,check_link_quality,medium
MOD_ROOM_01,OFFICE,0,1,-80,39720,47219,25.1,42.3,check_link_quality,medium
MOD_ESP_01,KITCHEN,1,0,-76,36526,37201,27.6,46.2,check_link_quality,medium
MOD_ESP_02,M_ROOM,1,1,-80,22681,21263,27.0,44.8,check_link_quality,medium
MOD_ESP_01,OFFICE,1,0,-79,28418,41084,26.9,49.3,check_link_quality,medium
MOD_ESP_01,LAB,0,1,-77,86374,32751,26.3,55.3,check_link_quality,medium
MOD_ROOM_01,LAB,0,1,-79,58504,33503,25.5,53.0,check_link_quality,medium
MOD_ESP_02,M_ROOM,1,0,-77,62805,34047,24.7,46.6,check_link_quality,medium
MOD_PC_01,LAB,0,0,-76,21084,16865,26.9,49.8,check_link_quality,medium
MOD_ESP_01,OFFICE,0,0,-79,68868,40571,24.0,56.9,check_link_quality,medium
MOD_ROOM_01,OFFICE,0,0,-76,44151,28903,26.4,49.8,check_link_quality,medium
MOD_ESP_01,OFFICE,0,1,-80,73861,44922,25.9,51.6,check_link_quality,medium
MOD_PC_01,LIVING_ROOM,1,0,-77,57635,24178,24.9,43.4,check_link_quality,medium
MOD_ROOM_01,OFFICE,0,0,-77,8615,41959,26.5,58.1,check_link_quality,medium
MOD_ROOM_01,M_ROOM,0,1,-79,35360,15715,26.8,52.0,check_link_quality,medium
MOD_PC_02,LAB,0,1,-76,3003,16619,26.4,58.6,check_link_quality,medium
MOD_ROOM_01,M_ROOM,0,0,-77,45662,32012,26.2,56.1,check_link_quality,medium
MOD_ESP_01,BEDROOM,0,0,-80,43988,20994,26.7,53.2,check_link_quality,medium
MOD_PC_01,BEDROOM,1,1,-77,48689,43775,25.5,45.0,check_link_quality,medium
MOD_ROOM_01,OFFICE,1,0,-80,32896,12418,25.2,47.1,check_link_quality,medium
MOD_PC_02,BEDROOM,0,0,-78,72100,40627,27.8,53.8,check_link_quality,medium
MOD_PC_02,OFFICE,1,0,-76,62804,14895,26.1,53.2,check_link_quality,medium
MOD_ESP_02,LAB,1,0,-78,53447,12990,26.4,45.6,check_link_quality,medium
MOD_ROOM_01,OFFICE,0,1,-79,51772,42756,25.1,46.6,check_link_quality,medium
MOD_ESP_02,LIVING_ROOM,0,1,-80,43725,10441,26.4,48.6,check_link_quality,medium
MOD_ESP_02,LAB,1,1,-77,43251,14445,27.1,52.1,check_link_quality,medium
MOD_PC_01,KITCHEN,0,0,-78,14839,29115,27.4,58.0,check_link_quality,medium
MOD_PC_01,LIVING_ROOM,0,0,-78,51903,24834,27.6,58.5,check_link_quality,medium
MOD_ESP_02,M_ROOM,1,0,-76,50672,15289,27.6,47.8,check_link_quality,medium
MOD_ROOM_01,OFFICE,0,0,-79,16678,17809,24.0,59.3,check_link_quality,medium
MOD_ROOM_01,BEDROOM,0,1,-78,75331,22821,25.0,52.3,check_link_quality,medium
MOD_ROOM_01,BEDROOM,0,0,-76,67111,33434,24.0,40.6,check_link_quality,medium
MOD_PC_01,LIVING_ROOM,1,0,-77,30438,14485,25.8,41.8,check_link_quality,medium
MOD_ESP_02,KITCHEN,0,1,-79,73957,12926,26.4,47.0,check_link_quality,medium
MOD_PC_02,OFFICE,1,1,-79,50896,36827,25.3,46.6,check_link_quality,medium
MOD_ESP_02,KITCHEN,0,1,-79,59135,45061,24.3,50.0,check_link_quality,medium
MOD_PC_01,M_ROOM,1,1,-80,77035,49002,24.4,57.8,check_link_quality,medium
MOD_ESP_01,KITCHEN,0,1,-79,459,39694,27.2,44.3,check_link_quality,medium
MOD_PC_01,LIVING_ROOM,0,1,-80,81928,33228,27.6,53.2,check_link_quality,medium
MOD_ESP_01,LAB,0,1,-76,60749,39025,25.1,51.6,check_link_quality,medium
MOD_PC_02,KITCHEN,0,0,-78,52627,17527,24.1,48.1,check_link_quality,medium
MOD_PC_02,KITCHEN,0,0,-77,85863,39209,27.8,54.5,check_link_quality,medium
MOD_PC_02,KITCHEN,0,0,-80,71429,20734,24.7,44.1,check_link_quality,medium
MOD_PC_01,LAB,0,1,-77,41212,37007,26.3,54.4,check_link_quality,medium
MOD_PC_01,OFFICE,0,0,-76,41489,26343,27.9,48.3,check_link_quality,medium
MOD_ESP_01,KITCHEN,1,1,-78,58060,35425,25.4,59.7,check_link_quality,medium
MOD_ROOM_01,M_ROOM,1,0,-77,53285,26777,24.3,51.0,check_link_quality,medium
MOD_ROOM_01,M_ROOM,1,0,-79,81080,13682,25.2,46.0,check_link_quality,medium
MOD_ESP_01,KITCHEN,0,0,-78,42868,14035,26.1,50.6,check_link_quality,medium
MOD_ESP_02,BEDROOM,1,0,-79,22582,16316,24.1,56.4,check_link_quality,medium
MOD_ESP_02,BEDROOM,1,1,-80,46332,14173,27.5,41.9,check_link_quality,medium
MOD_ESP_02,LIVING_ROOM,1,0,-78,42155,16422,26.5,56.2,check_link_quality,medium
MOD_ESP_02,M_ROOM,0,0,-79,19549,22132,26.6,57.6,check_link_quality,medium
MOD_ESP_01,M_ROOM,1,0,-80,21389,47905,28.0,46.8,check_link_quality,medium
MOD_ESP_01,LIVING_ROOM,1,0,-77,32533,48283,26.2,43.7,check_link_quality,medium
MOD_PC_02,LAB,1,0,-80,60602,46510,24.6,44.8,check_link_quality,medium
MOD_ROOM_01,KITCHEN,1,1,-76,41930,14869,25.9,52.8,check_link_quality,medium
MOD_ROOM_01,LIVING_ROOM,1,1,-79,4279,20864,24.6,52.4,check_link_quality,medium
MOD_ESP_02,KITCHEN,0,1,-79,45369,11383,26.0,50.7,check_link_quality,medium
MOD_ESP_01,OFFICE,0,1,-80,52571,44369,25.2,40.5,check_link_quality,medium
MOD_PC_01,KITCHEN,0,1,-76,74467,30943,25.9,48.6,check_link_quality,medium
MOD_ROOM_01,KITCHEN,0,1,-77,64937,24486,25.7,43.2,check_link_quality,medium
MOD_PC_01,OFFICE,0,0,-80,21757,21915,27.6,43.6,check_link_quality,medium
MOD_PC_01,BEDROOM,1,0,-76,69867,21890,25.2,50.9,check_link_quality,medium
MOD_ROOM_01,BEDROOM,1,0,-78,27512,10758,24.3,56.7,check_link_quality,medium
MOD_ROOM_01,LIVING_ROOM,1,1,-80,71031,36844,27.6,43.8,check_link_quality,medium
MOD_ESP_02,OFFICE,0,0,-76,79999,28203,25.4,49.2,check_link_quality,medium
MOD_ESP_01,KITCHEN,1,0,-79,77288,16246,27.2,51.6,check_link_quality,medium
MOD_ESP_02,KITCHEN,1,1,-78,37642,12060,25.4,53.9,check_link_quality,medium
MOD_ESP_01,BEDROOM,1,1,-80,62659,45998,26.8,49.8,check_link_quality,medium
MOD_PC_01,OFFICE,0,0,-80,31645,30874,27.1,48.8,check_link_quality,medium
MOD_PC_01,M_ROOM,0,0,-78,23072,45333,24.5,47.8,check_link_quality,medium
MOD_ESP_02,OFFICE,1,1,-77,15169,17769,25.8,42.5,check_link_quality,medium
MOD_ESP_01,LIVING_ROOM,0,1,-80,17529,31907,28.0,40.3,check_link_quality,medium
MOD_ROOM_01,LAB,0,1,-77,19458,16203,27.1,55.2,check_link_quality,medium
MOD_ROOM_01,M_ROOM,1,1,-78,29017,45210,25.6,55.1,check_link_quality,medium
MOD_PC_01,LAB,1,0,-76,29586,10126,26.3,40.5,check_link_quality,medium
MOD_PC_02,M_ROOM,1,1,-76,3530,11926,26.1,52.9,check_link_quality,medium
MOD_ESP_02,OFFICE,0,1,-79,14966,30679,24.0,59.4,check_link_quality,medium
MOD_PC_01,OFFICE,0,0,-76,72221,26892,24.1,48.5,check_link_quality,medium
MOD_ESP_01,LIVING_ROOM,1,0,-78,6149,31769,27.4,51.2,check_link_quality,medium
MOD_ESP_02,LIVING_ROOM,0,1,-76,85307,27388,27.1,46.0,check_link_quality,medium
MOD_ESP_01,LIVING_ROOM,1,0,-80,47269,43298,27.0,53.2,check_link_quality,medium
MOD_ESP_02,BEDROOM,1,1,-61,38092,15783,24.3,40.9,comfort_guardrails,low
MOD_ROOM_01,BEDROOM,1,1,-71,54911,12836,24.7,42.3,comfort_guardrails,low
MOD_PC_02,KITCHEN,0,0,-50,15711,11476,25.8,49.4,comfort_guardrails,low
MOD_PC_02,KITCHEN,0,1,-71,16383,35007,25.9,54.7,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,1,0,-57,47329,27523,25.3,45.0,comfort_guardrails,low
MOD_ESP_02,OFFICE,0,0,-63,35780,21815,26.5,54.3,comfort_guardrails,low
MOD_PC_02,M_ROOM,0,1,-72,25760,28553,25.8,53.9,comfort_guardrails,low
MOD_ESP_02,LAB,1,1,-51,50040,41114,25.0,47.6,comfort_guardrails,low
MOD_ESP_02,M_ROOM,0,0,-68,48683,30190,26.2,43.8,comfort_guardrails,low
MOD_PC_01,LAB,0,0,-56,64003,38593,26.5,50.8,comfort_guardrails,low
MOD_ESP_02,KITCHEN,0,1,-55,56466,37226,25.0,46.6,comfort_guardrails,low
MOD_ESP_01,LAB,1,0,-74,52774,21084,24.7,48.2,comfort_guardrails,low
MOD_ESP_02,OFFICE,1,0,-64,61070,47691,24.7,41.1,comfort_guardrails,low
MOD_PC_01,M_ROOM,1,0,-50,74934,48311,26.7,54.5,comfort_guardrails,low
MOD_PC_01,LAB,0,1,-59,62470,46963,26.5,54.0,comfort_guardrails,low
MOD_PC_02,LAB,0,0,-73,39517,22741,24.8,51.4,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,0,1,-61,8852,15238,26.0,47.3,comfort_guardrails,low
MOD_PC_02,KITCHEN,1,0,-67,30353,29513,24.9,50.8,comfort_guardrails,low
MOD_PC_02,BEDROOM,0,1,-67,21293,21242,25.4,45.6,comfort_guardrails,low
MOD_ESP_02,LAB,1,0,-58,84137,38092,24.9,48.7,comfort_guardrails,low
MOD_ESP_02,BEDROOM,0,1,-58,82937,42056,24.5,51.9,comfort_guardrails,low
MOD_ROOM_01,LIVING_ROOM,0,0,-55,51450,27039,26.7,42.7,comfort_guardrails,low
MOD_ESP_01,LAB,1,0,-60,63891,30005,25.2,48.0,comfort_guardrails,low
MOD_PC_01,M_ROOM,1,1,-74,45409,23949,25.1,42.2,comfort_guardrails,low
MOD_ESP_02,M_ROOM,1,1,-74,36419,16167,26.4,41.3,comfort_guardrails,low
MOD_PC_01,LIVING_ROOM,1,0,-54,40374,31479,26.1,54.3,comfort_guardrails,low
MOD_ROOM_01,BEDROOM,1,1,-62,4121,30828,25.0,51.1,comfort_guardrails,low
MOD_PC_01,M_ROOM,1,0,-52,17839,24335,26.4,50.6,comfort_guardrails,low
MOD_ROOM_01,OFFICE,1,1,-71,32186,10514,26.6,49.0,comfort_guardrails,low
MOD_ROOM_01,OFFICE,0,0,-68,58106,26520,24.2,41.3,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,0,1,-62,28300,19690,26.8,52.0,comfort_guardrails,low
MOD_PC_01,M_ROOM,1,1,-50,6283,10177,24.2,48.0,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,1,1,-57,50209,20407,24.1,47.7,comfort_guardrails,low
MOD_ESP_02,BEDROOM,0,1,-52,71635,45063,26.9,51.9,comfort_guardrails,low
MOD_ESP_01,BEDROOM,0,0,-55,16905,18352,25.5,43.8,comfort_guardrails,low
MOD_PC_02,KITCHEN,1,0,-69,64113,26101,24.1,42.7,comfort_guardrails,low
MOD_PC_01,KITCHEN,0,0,-51,26402,25678,26.9,48.0,comfort_guardrails,low
MOD_PC_01,LIVING_ROOM,0,1,-67,26564,32551,25.6,44.6,comfort_guardrails,low
MOD_ROOM_01,BEDROOM,0,0,-58,48804,12652,26.4,40.5,comfort_guardrails,low
MOD_ROOM_01,KITCHEN,0,1,-50,82633,10911,26.8,41.1,comfort_guardrails,low
MOD_ESP_01,OFFICE,0,1,-68,36579,40857,25.8,41.6,comfort_guardrails,low
MOD_PC_01,KITCHEN,1,1,-65,48243,13656,26.1,42.5,comfort_guardrails,low
MOD_PC_02,M_ROOM,0,0,-72,44655,44743,24.4,50.8,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,0,1,-50,67387,30390,26.4,49.2,comfort_guardrails,low
MOD_ESP_01,OFFICE,0,0,-50,44551,39282,24.7,42.6,comfort_guardrails,low
MOD_ROOM_01,KITCHEN,0,0,-72,38811,34163,26.2,52.1,comfort_guardrails,low
MOD_PC_01,LIVING_ROOM,1,0,-68,70163,34491,24.0,50.9,comfort_guardrails,low
MOD_ESP_02,LIVING_ROOM,1,0,-54,62881,46604,24.1,43.6,comfort_guardrails,low
MOD_PC_02,OFFICE,0,1,-72,22792,27809,24.2,51.2,comfort_guardrails,low
MOD_PC_02,OFFICE,1,0,-68,79985,23270,25.9,45.9,comfort_guardrails,low
MOD_PC_01,LAB,1,1,-71,34490,44079,26.1,49.2,comfort_guardrails,low
MOD_PC_02,LIVING_ROOM,0,0,-62,60992,42379,25.7,43.9,comfort_guardrails,low
MOD_PC_01,LIVING_ROOM,1,1,-59,23045,29400,26.3,43.3,comfort_guardrails,low
MOD_PC_02,M_ROOM,0,1,-63,19507,27447,24.0,46.4,comfort_guardrails,low
MOD_ESP_01,KITCHEN,0,0,-66,47127,44378,24.2,50.6,comfort_guardrails,low
MOD_ESP_01,M_ROOM,0,1,-50,51126,32567,24.2,48.0,comfort_guardrails,low
MOD_PC_02,LIVING_ROOM,1,0,-64,44822,21322,25.8,54.7,comfort_guardrails,low
MOD_PC_01,OFFICE,1,0,-71,43059,16216,25.4,51.0,comfort_guardrails,low
MOD_ESP_02,OFFICE,0,1,-75,83590,42662,26.8,40.7,comfort_guardrails,low
MOD_PC_01,BEDROOM,1,0,-73,68161,22484,25.6,49.7,comfort_guardrails,low
MOD_ESP_02,LAB,0,0,-67,18894,45754,26.1,43.3,comfort_guardrails,low
MOD_PC_02,BEDROOM,1,0,-67,57272,25809,25.5,51.4,comfort_guardrails,low
MOD_ESP_01,KITCHEN,0,1,-70,52434,17745,24.5,43.8,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,1,1,-74,41626,47786,26.7,41.3,comfort_guardrails,low
MOD_ESP_02,BEDROOM,0,1,-56,37602,15804,26.9,46.8,comfort_guardrails,low
MOD_ROOM_01,BEDROOM,0,1,-63,77627,37403,26.8,41.5,comfort_guardrails,low
MOD_PC_02,LAB,1,0,-65,22752,23161,25.0,46.6,comfort_guardrails,low
MOD_PC_01,BEDROOM,0,1,-72,22494,17792,26.0,53.8,comfort_guardrails,low
MOD_PC_01,LAB,0,1,-74,21307,26082,26.3,49.8,comfort_guardrails,low
MOD_ESP_02,OFFICE,0,0,-70,9476,18657,24.3,53.6,comfort_guardrails,low
MOD_ROOM_01,LIVING_ROOM,1,1,-65,1858,28023,25.5,48.7,comfort_guardrails,low
MOD_PC_02,LAB,1,0,-64,64868,45092,24.9,51.1,comfort_guardrails,low
MOD_PC_02,KITCHEN,0,1,-59,6787,23501,24.0,45.1,comfort_guardrails,low
MOD_ROOM_01,OFFICE,1,1,-74,80451,33292,24.5,44.9,comfort_guardrails,low
MOD_PC_02,LIVING_ROOM,1,1,-63,25174,17932,25.7,45.9,comfort_guardrails,low
MOD_ESP_02,OFFICE,0,1,-71,71316,43362,26.9,42.8,comfort_guardrails,low
MOD_PC_01,LIVING_ROOM,1,1,-65,66425,19983,25.2,49.5,comfort_guardrails,low
MOD_ROOM_01,LAB,1,1,-73,67606,32118,24.2,45.8,comfort_guardrails,low
MOD_ESP_01,LAB,0,1,-70,23184,24967,26.2,41.5,comfort_guardrails,low
MOD_ESP_01,M_ROOM,0,1,-63,47861,40061,25.5,50.9,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,0,0,-74,40026,21158,26.0,43.9,comfort_guardrails,low
MOD_ESP_02,BEDROOM,0,1,-71,85874,43139,26.0,46.2,comfort_guardrails,low
MOD_PC_01,BEDROOM,0,0,-61,72111,42285,25.0,49.1,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,1,1,-66,61595,15836,25.4,52.8,comfort_guardrails,low
MOD_ESP_01,BEDROOM,0,0,-55,26561,13126,24.4,40.5,comfort_guardrails,low
MOD_ROOM_01,KITCHEN,1,0,-63,25484,38413,26.8,42.3,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,1,0,-64,79428,36932,24.8,41.1,comfort_guardrails,low
MOD_PC_01,M_ROOM,1,0,-75,67821,42486,25.2,51.8,comfort_guardrails,low
MOD_PC_01,LAB,1,1,-57,81883,16288,26.7,48.2,comfort_guardrails,low
MOD_ESP_02,BEDROOM,0,0,-54,44373,30296,25.9,46.9,comfort_guardrails,low
MOD_ESP_02,KITCHEN,1,0,-51,49548,22675,26.0,50.4,comfort_guardrails,low
MOD_ESP_02,BEDROOM,0,0,-50,68927,48782,25.1,42.3,comfort_guardrails,low
MOD_ESP_01,BEDROOM,0,1,-58,75082,18138,26.0,50.5,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,1,0,-52,77390,30149,25.1,44.5,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,1,1,-72,12610,29528,24.3,52.3,comfort_guardrails,low
MOD_PC_02,BEDROOM,0,0,-57,78974,12791,24.4,49.8,comfort_guardrails,low
MOD_PC_01,KITCHEN,0,1,-51,41085,13311,26.5,51.1,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,1,0,-63,85005,47429,25.0,52.0,comfort_guardrails,low
MOD_ESP_01,OFFICE,0,1,-59,49756,19714,25.8,54.9,comfort_guardrails,low
MOD_ESP_01,LAB,0,1,-70,59885,41955,25.6,40.3,comfort_guardrails,low
MOD_ROOM_01,LAB,1,1,-57,42648,47464,26.4,41.1,comfort_guardrails,low
MOD_ESP_01,BEDROOM,0,0,-51,64321,47166,25.5,50.2,comfort_guardrails,low
MOD_PC_01,OFFICE,1,1,-62,5396,18009,24.3,53.7,comfort_guardrails,low
MOD_PC_01,OFFICE,1,0,-62,11011,34092,25.5,46.4,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,1,1,-52,73685,46153,24.0,47.7,comfort_guardrails,low
MOD_PC_01,BEDROOM,1,1,-72,37306,24371,26.1,41.7,comfort_guardrails,low
MOD_PC_01,M_ROOM,1,0,-71,22452,24884,24.5,42.7,comfort_guardrails,low
MOD_ESP_02,BEDROOM,0,1,-72,49703,43959,26.1,54.5,comfort_guardrails,low
MOD_PC_01,M_ROOM,1,0,-62,17798,44415,26.0,49.1,comfort_guardrails,low
MOD_ROOM_01,OFFICE,1,0,-61,16162,18154,24.6,48.6,comfort_guardrails,low
MOD_ROOM_01,OFFICE,0,1,-57,54485,40540,26.8,54.5,comfort_guardrails,low
MOD_PC_01,LIVING_ROOM,0,1,-55,32501,36058,24.6,45.2,comfort_guardrails,low
MOD_PC_02,KITCHEN,0,1,-75,45038,21835,26.4,40.4,comfort_guardrails,low
MOD_PC_02,M_ROOM,1,1,-62,12196,30253,26.6,44.0,comfort_guardrails,low
MOD_PC_01,OFFICE,0,1,-57,61671,19582,26.3,54.8,comfort_guardrails,low
MOD_ROOM_01,OFFICE,0,1,-67,16993,49793,26.8,53.8,comfort_guardrails,low
MOD_PC_02,BEDROOM,1,1,-64,12838,11873,24.8,44.9,comfort_guardrails,low
MOD_PC_01,BEDROOM,0,1,-62,20208,13102,27.0,43.3,comfort_guardrails,low
MOD_ROOM_01,OFFICE,1,0,-58,12580,28940,25.4,47.9,comfort_guardrails,low
MOD_PC_02,BEDROOM,1,1,-70,47776,16090,25.2,53.3,comfort_guardrails,low
MOD_ESP_01,LAB,0,0,-60,65888,16963,25.7,50.5,comfort_guardrails,low
MOD_PC_02,KITCHEN,1,1,-74,84902,23394,25.2,53.6,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,0,0,-58,8568,24067,26.6,45.1,comfort_guardrails,low
MOD_ROOM_01,LAB,1,0,-63,47740,22358,24.7,51.9,comfort_guardrails,low
MOD_PC_02,KITCHEN,1,1,-68,39715,46802,26.6,49.2,comfort_guardrails,low
MOD_PC_01,M_ROOM,0,1,-64,72666,46447,24.1,48.6,comfort_guardrails,low
MOD_ESP_01,LIVING_ROOM,1,1,-60,81189,40032,24.1,48.3,comfort_guardrails,low
MOD_ESP_01,KITCHEN,0,1,-56,784,26462,26.7,45.3,comfort_guardrails,low
MOD_ROOM_01,BEDROOM,0,0,-75,33530,38286,24.0,48.6,comfort_guardrails,low
MOD_ROOM_01,BEDROOM,1,1,-51,75368,28512,25.3,43.9,comfort_guardrails,low
MOD_PC_02,M_ROOM,1,1,-53,8926,46290,25.2,49.3,comfort_guardrails,low
MOD_PC_02,LIVING_ROOM,1,1,-68,7065,34695,24.6,46.3,comfort_guardrails,low
MOD_ESP_01,OFFICE,0,0,-75,43862,41976,25.5,46.1,comfort_guardrails,low
MOD_PC_01,LAB,0,0,-50,38129,37305,25.2,51.8,comfort_guardrails,low
MOD_PC_01,LAB,1,1,-54,4802,40370,24.4,41.3,comfort_guardrails,low
MOD_PC_02,LIVING_ROOM,0,1,-51,60440,44288,25.9,49.4,comfort_guardrails,low
MOD_ROOM_01,M_ROOM,1,0,-70,67476,48212,26.9,65.2,review_comfort_drift,low
MOD_ESP_02,BEDROOM,0,1,-73,81669,33843,28.2,63.4,review_comfort_drift,low
MOD_ROOM_01,OFFICE,0,1,-54,3204,34992,29.0,51.0,review_comfort_drift,low
MOD_ESP_02,M_ROOM,0,1,-67,9779,48911,27.6,67.3,review_comfort_drift,low
MOD_ROOM_01,OFFICE,1,1,-65,61197,21623,22.9,70.0,review_comfort_drift,low
MOD_ESP_01,LAB,1,0,-57,9870,33359,28.3,40.0,review_comfort_drift,low
MOD_ESP_01,M_ROOM,0,1,-75,22255,40753,23.7,66.9,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,1,0,-61,3450,24480,28.1,60.2,review_comfort_drift,low
MOD_ROOM_01,M_ROOM,0,0,-63,11799,11319,23.5,65.8,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,1,1,-58,30216,18760,28.9,59.3,review_comfort_drift,low
MOD_ROOM_01,LAB,0,0,-56,36256,11730,23.5,69.7,review_comfort_drift,low
MOD_ESP_02,OFFICE,1,1,-62,47513,41023,29.0,58.4,review_comfort_drift,low
MOD_ROOM_01,LAB,1,0,-58,83082,36759,28.8,53.5,review_comfort_drift,low
MOD_ESP_01,KITCHEN,1,1,-70,48667,47010,28.7,43.8,review_comfort_drift,low
MOD_PC_02,LIVING_ROOM,1,1,-60,76663,15423,25.4,66.6,review_comfort_drift,low
MOD_PC_01,BEDROOM,0,1,-75,49003,20028,27.8,65.7,review_comfort_drift,low
MOD_PC_01,LIVING_ROOM,0,1,-74,55378,28162,29.0,36.9,review_comfort_drift,low
MOD_ESP_02,LIVING_ROOM,1,1,-51,76982,44933,28.2,48.9,review_comfort_drift,low
MOD_PC_02,LAB,1,0,-56,41151,14213,28.5,59.3,review_comfort_drift,low
